Item_Name,Category,Version,Item_Code,Item_ID,Buyer_ID,Transaction_ID,Date,Final_Quantity,Total_Revenue,Price_Reductions,Refunds,Final_Revenue,Sales_Tax,Overall_Revenue,Refunded_Item_Count,Purchased_Item_Count
QID,Product H,36 / B / FtO,B8-CA5-835-D9D-0-87528A2,60959788,4236502,9.15E+13,08-03-2019,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
KNB,Product H,36 / B / FtO,65-74E-443-294-2-17CE026,72442713,2833972,2.50E+13,31-12-2018,1,51.67,0,0,51.67,10.33,62,0,1
FQD,Product O,36 / B / 11,13-A42-580-DE4-0-4A06DE7,10383852,8924116,7.69E+13,18-04-2019,1,57.5,0,0,57.5,11.5,69,0,1
TSH,Product P,32 / B / FtO,9F-01C-6B5-22E-7-073E355,40522014,7087980,6.44E+13,20-11-2018,1,79.17,-4.53,0,74.64,14.93,89.57,0,1
OUT,Product W,32 / B / FtO,B6-F5A-B1B-051-F-7361105,87226152,4565884,8.58E+13,19-12-2018,-1,0,0,-66,-66,-13.2,-79.2,-1,0
YQX,Product H,36 / A / FtO,1D-B55-67B-07D-F-75357CE,14115717,2192242,5.78E+13,14-11-2018,-1,0,0,-74.16,-74.16,-14.84,-89,-1,0
RJF,Product P,32 / A / FtO,D9-FBB-83F-429-F-51CFE08,84452481,1338471,3.40E+13,26-03-2019,1,79.16,-16.66,0,62.5,12.5,75,0,1
XEB,Product P,31 / A / FtO,AA-BDF-076-A77-3-AB997BE,86889819,9479867,6.64E+13,28-02-2019,1,79.17,-16.67,0,62.5,12.5,75,0,1
LQS,Product C,33 / C / FtO,17-465-EED-750-1-BFEC324,26922227,6908505,3.50E+13,02-11-2018,1,82.5,0,0,82.5,16.5,99,0,1
WHX,Product A,34 / B / FtO,9D-D1B-FA1-0A5-1-B6F673C,80366662,6142407,9.93E+13,30-04-2019,1,107.5,-20.83,0,86.67,17.33,104,0,1
LQS,Product C,32 / A / 29,61-774-657-1C7-8-ED6A47A,86848094,6058458,2.04E+13,09-12-2018,1,82.5,0,0,82.5,16.5,99,0,1
WHX,Product P,30 / A / FtO,DB-92F-6DF-18F-5-13B09BC,15144104,5225645,6.49E+13,26-11-2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
YQX,Product N,XL / St / Re,7D-5CA-BBD-A1B-7-9844F56,38761153,8639097,5.54E+13,04-04-2019,1,40.83,0,0,40.83,8.17,49,0,1
WHX,Product D,32 / B / FtO,18-E7C-DCC-C2D-D-B9DBE7F,99422590,3096801,9.61E+13,15-02-2019,1,74.17,0,0,74.17,14.83,89,0,1
RJF,Product P,36 / B / FtO,7C-D23-B98-39F-E-93ABC5C,56109013,6014872,3.73E+13,25-03-2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
NSP,Product P,31 / B / FtO,4E-B28-2BF-759-B-C9617A9,22559066,9647700,2.52E+13,23-11-2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
XEB,Product P,30 / A / FtO,AA-60A-D19-0E8-E-F341132,19533497,2624118,9.72E+13,09-03-2019,1,79.17,-20.84,0,58.33,11.67,70,0,1
WHX,Product P,35 / A / FtO,B3-23B-1A3-62D-A-287B1D1,99622642,2340103,7.95E+13,20-12-2018,-1,0,0,-63.34,-63.34,-12.66,-76,-1,0
WHX,Product A,30 / A / FtO,7F-81E-8C5-267-C-23675DE,16264779,3990485,2.05E+13,13-11-2018,1,107.5,-10.75,0,96.75,19.35,116.1,0,1
WHX,Product P,34 / B / FtO,4A-30E-267-CB3-1-506E7F7,35638092,3283767,9.54E+13,19-04-2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
KNB,Product P,32 / B / 31,0D-568-E49-D18-6-8D6C667,11708904,7425599,9.65E+13,26-12-2018,1,79.17,-12.61,0,66.56,13.31,79.87,0,1
DFH,Product G,30 / B / 9,BD-859-C95-F3A-6-954798A,73544700,4540439,1.51E+13,26-04-2019,1,57.49,-10.41,0,47.08,9.42,56.5,0,1
DPR,DPR,89,B4-CA5-576-2BB-C-22AC3F0,98970920,5174302,5.55E+13,17-12-2018,1,89,0,0,89,0,89,0,1
YQX,Product H,34 / A / FtO,7F-323-5FB-8CB-6-E7A9CC6,56155417,5270488,4.69E+13,24-04-2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
LQS,Product C,38 / A / FtO,09-186-8F4-134-C-24F2C4F,26922227,7889401,7.82E+13,21-01-2019,1,82.5,0,0,82.5,16.5,99,0,1
FTU,Product R,L / St / Re,7B-88B-1C4-A1E-5-F384A48,88419828,8114379,6.83E+13,03-04-2019,1,29.17,0,0,29.17,5.83,35,0,1
RJF,Product P,34 / C / FtO,48-9EE-A35-3BA-C-BB56E5E,91915815,7140674,6.62E+13,02-04-2019,1,79.17,0,0,79.17,15.83,95,0,1
YQX,Product N,M+ / St / Re,38-C23-9C5-560-4-A73C109,38761153,2030081,2.78E+13,26-03-2019,1,40.83,0,0,40.83,8.17,49,0,1
WHX,Product D,34 / A / FtO,D4-C6F-884-7F1-5-8ED5D4B,50418124,8790940,1.28E+13,28-04-2019,1,74.16,-4.05,0,70.11,14.02,84.13,0,1
FTU,Product N,M+ / Sl / Sh,38-20B-AA5-FC1-A-E12AC03,54388513,2355378,5.10E+13,27-04-2019,1,40.83,0,0,40.83,8.17,49,0,1
XEB,Product P,34 / B / FtO,0D-DE2-008-E6C-8-05DF67E,88881738,1583773,9.31E+13,10-02-2019,1,79.17,-16.67,0,62.5,12.5,75,0,1
OTH,Product P,36 / B / FtO,A6-BF2-CC7-882-A-6FAB9F2,16345004,9514523,3.72E+13,15-03-2019,1,79.17,0,0,79.17,15.83,95,0,1
AZN,Product Q,33 / A / 32,5F-370-DBF-AD8-1-E787D33,90608498,2235902,8.66E+13,02-01-2019,1,51.66,0,0,51.66,10.34,62,0,1
WHX,Product P,33 / C / FtO,C5-949-C9D-B2A-1-7B5DD9D,19930695,2260022,1.73E+13,20-01-2019,1,79.17,0,0,79.17,15.83,95,0,1
QID,Product A,40 / B / FtO,BA-F66-8B5-3DD-8-ADF9E45,24064862,2644878,3.67E+13,19-11-2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
YQX,Product H,34 / A / FtO,7F-323-5FB-8CB-6-E7A9CC6,56155417,8411347,2.04E+13,22-02-2019,1,74.16,0,0,74.16,14.84,89,0,1
RJF,Product P,37 / B / FtO,5B-AD8-C54-EEA-4-A68B15D,33132884,6199907,9.62E+13,25-01-2019,-1,0,0,-63.33,-63.33,-12.67,-76,-1,0
KNB,Product O,30 / B / 7,68-62B-1BF-0AA-E-C3782E8,73544700,8325158,7.75E+13,26-04-2019,1,57.5,0,0,57.5,11.5,69,0,1
FQD,Product I,34 / B / FtO,48-AC9-A98-823-9-02CEB62,53777675,5100487,4.23E+13,28-04-2019,1,79.17,0,0,79.17,15.83,95,0,1
KDP,Product H,36 / A / FtO,9A-D32-460-CD8-3-8FEA7B0,34825846,5219506,4.99E+13,21-04-2019,1,74.17,0,0,74.17,14.83,89,0,1
AYN,Product H,33 / B / FtO,B2-6F1-C7D-824-4-5AD849C,57555781,8479020,8.25E+13,06-12-2018,-1,0,0,-66.75,-66.75,-13.35,-80.1,-1,0
ZQV,Product W,34 / C / FtO,6F-86A-A6A-DDD-3-AC254C7,44945143,5322230,5.97E+13,27-11-2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,9923556,8.18E+13,12-02-2019,1,79.17,0,0,79.17,15.83,95,0,1
NWB,Product H,36 / B / 33,C3-FDE-360-3DC-6-2680F42,62141120,9066865,4.84E+13,05-11-2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
WHX,Product P,35 / B / FtO,A9-770-EAB-2C5-4-E45BA7C,96971321,2147385,7.92E+13,08-01-2019,1,79.17,-12.3,0,66.87,13.38,80.25,0,1
KDP,Product N,XL / St / Lo,81-D5E-98B-62D-D-102E61C,88176838,8.02E+13,5.61E+13,14-01-2019,-1,0,0,-24.17,-24.17,-4.83,-29,-1,0
WHX,Product D,33 / A / FtO,59-D9E-0C2-348-C-DB04ABA,29996555,3427562,1.34E+13,28-03-2019,1,74.16,0,0,74.16,14.84,89,0,1
WHX,Product D,34 / B / FtO,78-AC0-420-2A7-C-2F18981,79976637,6518629,5.27E+13,13-04-2019,1,74.17,0,0,74.17,14.83,89,0,1
RJF,Product P,36 / C / FtO,BC-0DF-CDF-7B9-6-79DB2AC,95083972,9771895,9.58E+13,05-03-2019,-1,0,0,-79.16,-79.16,-15.84,-95,-1,0
NSP,Product P,36 / B / FtO,41-E8A-9E1-9F6-D-C3101BB,22559066,7914114,9.93E+13,02-01-2019,1,55,0,0,55,11,66,0,1
YQX,Product H,33 / B / 29,64-81D-091-109-3-C04FFAE,19402329,5790826,5.06E+13,14-02-2019,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
RIH,Product P,40 / B / 34,30-955-355-7C8-E-2300D29,23139689,5942662,1.24E+13,12-01-2019,1,36.67,0,0,36.67,7.33,44,0,1
WHX,Product P,38 / C / FtO,1C-F31-5C5-A71-9-E27F89C,23625707,3216067,7.75E+13,16-02-2019,1,79.17,0,0,79.17,15.83,95,0,1
FQD,Product H,32 / B / FtO,3D-952-46C-239-1-E846BE7,61310715,4161451,6.95E+13,27-02-2019,1,74.17,0,0,74.17,14.83,89,0,1
FTU,Product N,S / Sl / Re,05-029-6A6-72D-D-0E42D55,54388513,6160725,8.07E+13,19-12-2018,-1,0,0,-39.33,-39.33,-7.87,-47.2,-1,0
AYN,Product H,31 / B / FtO,15-6AC-9A1-77D-E-60674C6,52659786,5669163,5.36E+13,14-04-2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
XEB,Product P,31 / A / FtO,AA-BDF-076-A77-3-AB997BE,86889819,8303666,7.15E+13,23-03-2019,1,79.16,0,0,79.16,15.84,95,0,1
CLH,Product B,38 / C / FtO,63-BA8-FA7-C62-7-F90F390,24064862,2556364,5.68E+13,24-11-2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
AYN,Product H,34 / A / FtO,4E-2A3-483-73C-6-FDE84AF,92215853,6527466,8.04E+13,23-11-2018,-1,0,0,-74.16,-74.16,-14.84,-89,-1,0
OHR,Product D,34 / C / FtO,48-666-903-650-2-93670CB,40522014,1711085,5.42E+13,05-01-2019,1,36.67,0,0,36.67,7.33,44,0,1
XEB,Product P,32 / A / FtO,9B-4F6-394-270-9-B42418C,29493563,6807318,4.60E+13,27-12-2018,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
BKT,Product U,37 / A / 7,07-7F9-68C-8B1-4-27DAD91,13479579,8784738,2.33E+13,13-01-2019,1,28.33,0,0,28.33,5.67,34,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,4819014,7.10E+13,29-11-2018,1,79.17,0,0,79.17,15.83,95,0,1
CLH,Product B,30 / C / FtO,22-F58-AA1-6F6-A-FA217D3,24064862,6203125,7.54E+13,22-01-2019,1,82.5,0,0,82.5,16.5,99,0,1
INU,Product D,40 / B / FtO,CC-FB8-FC7-308-A-AF27E5E,19814633,8057770,3.12E+13,27-01-2019,1,74.17,-20.84,0,53.33,10.67,64,0,1
WHX,Product A,34 / B / FtO,9D-D1B-FA1-0A5-1-B6F673C,80366662,3130912,6.47E+13,23-04-2019,-1,0,0,-107.5,-107.5,-21.5,-129,-1,0
YQX,Product H,34 / A / FtO,7F-323-5FB-8CB-6-E7A9CC6,56155417,9547081,4.18E+13,23-11-2018,1,74.18,-14.84,0,59.34,11.86,71.2,0,1
RJF,Product P,36 / A / FtO,41-632-13A-3C4-7-746DF74,71171205,5866225,6.29E+13,19-11-2018,1,79.17,-10.42,0,68.75,13.75,82.5,0,1
NSP,Product P,33 / B / FtO,1A-671-750-AA9-8-E6CB734,22559066,4655858,7.19E+13,26-12-2018,1,55,0,0,55,11,66,0,1
WHX,Product A,38 / B / 34,7E-DAD-8E2-3C0-B-EC15779,40529625,2961447,1.08E+13,30-12-2018,1,107.52,-21.51,0,86.01,17.19,103.2,0,1
YQX,Product R,M+ / St / Lo,78-F91-FE4-510-0-8763909,88419828,8816305,2.33E+13,18-04-2019,1,29.17,0,0,29.17,5.83,35,0,1
AYN,Product H,37 / A / FtO,43-FDF-69F-C0D-E-3029919,39050799,9435470,6.79E+13,25-03-2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
XEB,Product P,32 / B / 31,4E-D37-367-866-3-EF79F44,72542684,2678819,6.35E+13,20-02-2019,1,79.17,0,0,79.17,15.83,95,0,1
QID,Product H,40 / B / FtO,76-40D-DD3-18F-E-138F7FD,8.42E+13,2722151,8.69E+13,02-12-2018,1,74.17,0,0,74.17,14.83,89,0,1
HZX,Product B,31 / A / FtO,61-640-41D-332-B-A9D4522,24064862,8615807,3.68E+13,01-11-2018,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
QID,Product H,32 / A / FtO,04-C33-7C3-878-A-F7EC808,17627416,5883900,9.56E+13,03-01-2019,1,74.16,0,0,74.16,14.84,89,0,1
OTH,Product P,31 / A / FtO,5D-FFB-F0C-0B2-2-DB7CA0B,16345004,8100474,7.97E+13,25-04-2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
NMA,Product H,38 / C / FtO,C2-7B6-D68-6DA-C-8C0D473,22559066,9420441,1.67E+13,18-04-2019,1,74.17,0,0,74.17,14.83,89,0,1
ZQV,Product W,32 / A / FtO,0E-BC7-D24-40A-9-A2205C8,44945143,7686747,4.92E+13,03-11-2018,1,82.5,0,0,82.5,16.5,99,0,1
OTH,Product D,34 / C / FtO,DD-914-4EC-BB8-9-EA7CDEF,61310715,4653153,3.39E+13,30-03-2019,1,74.17,0,0,74.17,14.83,89,0,1
NWB,Product H,33 / B / 31,4A-336-719-0C1-3-908DF7E,91700025,7949682,4.51E+13,12-01-2019,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,38 / B / FtO,D3-399-7FD-56A-D-DDE2CE2,21206865,1.29E+13,7.60E+13,07-11-2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
ZQV,Product W,30 / A / FtO,49-A4D-0EE-80A-B-60F8936,44945143,5.85E+13,6.98E+13,24-11-2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
WHX,Product D,32 / A / FtO,1C-89C-388-1D0-D-726D144,36502945,4946382,6.68E+13,21-01-2019,-1,0,0,-66.75,-66.75,-13.35,-80.1,-1,0
LPZ,Product P,28 / A / 28,57-AF9-3EC-F28-3-FE8CD12,28433082,3627019,5.67E+13,24-01-2019,-1,0,0,-36.67,-36.67,-7.33,-44,-1,0
YMR,Product W,38 / B / FtO,5C-ED5-EE8-0D9-3-CDA5945,44945143,5211921,2.73E+13,05-01-2019,1,57.5,-8.63,0,48.87,9.78,58.65,0,1
RJF,Product P,36 / B / FtO,7C-D23-B98-39F-E-93ABC5C,56109013,4649183,2.06E+13,12-11-2018,-1,0,0,-64.31,-64.31,-12.86,-77.17,-1,0
XEB,Product P,40 / B / FtO,20-B9C-D64-F8D-E-60800A2,45841907,7801561,7.73E+13,22-03-2019,1,79.16,0,0,79.16,15.84,95,0,1
QID,Product H,32 / A / FtO,04-C33-7C3-878-A-F7EC808,17627416,7088409,3.57E+13,28-11-2018,-1,0,0,-66.75,-66.75,-13.35,-80.1,-1,0
QID,Product H,34 / B / FtO,C9-414-FFC-143-B-93F2FD7,58925511,1867759,3.89E+13,28-11-2018,1,74.17,0,0,74.17,14.83,89,0,1
QID,Product H,33 / B / FtO,18-12C-337-0A2-A-44C1A31,46045856,1882877,2.41E+13,26-04-2019,1,74.17,0,0,74.17,14.83,89,0,1
AYN,Product H,32 / B / FtO,9A-143-282-66A-A-75CFBFC,14290618,7470330,7.77E+13,31-03-2019,1,74.17,0,0,74.17,14.83,89,0,1
RJF,Product P,33 / B / FtO,3D-687-99C-14F-4-661E2E7,42015157,1605452,7.95E+13,08-03-2019,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
LQS,Product C,33 / B / FtO,5B-19C-5CB-F6B-4-97D21D1,26922227,5529354,7.56E+13,19-11-2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
JAF,Product W,33 / A / FtO,DF-9E6-A0C-58F-C-E456BFF,87226152,2201149,8.79E+13,24-11-2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
YMR,Product W,33 / C / 28,A6-86C-819-394-2-69BBE3A,30076956,3167826,6.78E+13,08-03-2019,1,57.5,0,0,57.5,11.5,69,0,1
OTH,Product P,35 / B / 34,08-F88-17F-91B-B-F66B593,65237520,1571145,4.06E+13,10-04-2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
OTH,Product P,34 / A / FtO,AB-F30-E6E-47D-F-496CB71,16345004,3973819,1.34E+13,27-04-2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
NMA,Product H,31 / B / FtO,A8-2B0-86A-8C1-5-25EF109,22559066,5622055,4.10E+13,15-02-2019,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
HZX,Product B,36 / C / 32,FC-A7C-CB6-26F-1-5F95E7D,30076956,7081397,3.22E+13,27-11-2018,1,82.5,0,0,82.5,16.5,99,0,1
WHX,Product A,40 / C / FtO,50-FAB-9CA-570-6-60A9B91,88825540,1226373,6.90E+13,03-02-2019,-1,0,0,-100.88,-100.88,-20.18,-121.06,-1,0
WHX,Product D,32 / B / FtO,18-E7C-DCC-C2D-D-B9DBE7F,99422590,6653713,1.14E+13,16-01-2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
FTU,Product R,M+ / Sl / Lo,D7-6A2-FDD-DEA-2-B32F7A3,88419828,7780627,8.41E+13,29-03-2019,1,29.17,0,0,29.17,5.83,35,0,1
QID,Product H,33 / B / FtO,18-12C-337-0A2-A-44C1A31,46045856,8591327,3.08E+13,16-03-2019,1,89,-8.9,0,80.1,0,80.1,0,1
XEB,Product P,38 / A / FtO,8C-EF8-465-336-8-0B9C5A6,61814589,5692777,9.97E+13,03-02-2019,-1,0,0,-79.17,-79.17,-15.83,-95,-1,0
RJF,Product P,34 / B / FtO,32-AA7-838-2C8-E-1195FE8,98393407,4382026,1.16E+13,22-03-2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
OTH,Product D,35 / B / FtO,6C-D6D-345-A04-A-2BF6815,61310715,7644785,9.63E+13,25-04-2019,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product E,34 / B / FtO,3F-F79-0A6-390-6-85C763D,38274452,7547933,7.45E+13,16-11-2018,1,99.17,0,0,99.17,19.83,119,0,1
OTH,Product P,37 / C / FtO,12-87D-647-75E-9-BF462C2,16345004,1664878,8.18E+13,16-02-2019,1,79.17,-7.92,0,71.25,14.25,85.5,0,1
WHX,Product P,37 / A / 29,9F-4B6-2F4-CAA-D-38CBED5,68351923,8784738,2.33E+13,05-02-2019,-1,0,0,-79.17,-79.17,-15.83,-95,-1,0
RIH,Product H,34 / B / 30,62-288-F8E-D74-B-A70FE33,28069370,2217816,8.01E+13,24-12-2018,1,51.67,0,0,51.67,10.33,62,0,1
TSH,Product N,XL / Sl / Lo,2C-4C9-035-359-B-DEF9070,57946473,6716494,3.48E+13,05-03-2019,-1,0,0,-49.16,-49.16,-9.84,-59,-1,0
WHX,Product P,36 / A / 28,4B-C46-E04-BC2-D-2487C9E,22570228,8082458,5.02E+13,30-03-2019,1,79.17,0,0,79.17,15.83,95,0,1
TSH,Product P,38 / B / FtO,75-E99-0F7-3E0-F-C4A2C94,40522014,4769258,8.27E+13,22-01-2019,-1,0,0,-55,-55,-11,-66,-1,0
CLH,Product B,34 / B / FtO,CD-4D4-927-4E9-4-3BFFFFB,24064862,3140934,1.99E+13,26-11-2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
QID,Product H,40 / B / FtO,76-40D-DD3-18F-E-138F7FD,8.42E+13,2534750,8.90E+13,13-02-2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
OTH,Product P,32 / B / FtO,37-9D1-AC6-D48-E-F2D4507,16345004,1547022,8.67E+13,27-03-2019,-1,0,0,-79.17,-79.17,-15.83,-95,-1,0
FQD,Product I,34 / B / FtO,48-AC9-A98-823-9-02CEB62,53777675,1459987,6.63E+13,18-04-2019,1,79.17,0,0,79.17,15.83,95,0,1
RJF,Product P,37 / A / FtO,AD-479-A78-BD9-3-AE67042,28012380,8430169,8.59E+13,15-03-2019,1,79.16,0,0,79.16,15.84,95,0,1
LQS,Product C,31 / B / FtO,CE-2C1-06A-BEA-9-E2420EB,26922227,1719454,9.01E+13,22-11-2018,-1,0,0,-74.25,-74.25,-14.85,-89.1,-1,0
RIH,Product D,31 / C / FtO,D6-33F-687-AA9-B-924B09E,86550793,1395211,3.80E+13,28-02-2019,-1,0,0,-36.67,-36.67,-7.33,-44,-1,0
QID,Product H,30 / A / FtO,48-A53-E6F-37E-B-72543D1,98751135,4745906,5.40E+13,26-11-2018,1,74.18,-14.84,0,59.34,11.86,71.2,0,1
EKJ,Product O,32 / B / 9,D9-455-1FD-6E8-C-61A25AF,73544700,8088731,8.32E+13,24-04-2019,1,57.5,0,0,57.5,11.5,69,0,1
WHX,Product A,32 / A / FtO,1F-688-D33-147-7-145B5FA,62880921,9566688,8.52E+13,23-11-2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
INU,Product D,32 / A / FtO,0A-D78-708-539-B-11D14F4,19814633,9281886,8.94E+13,27-03-2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
MAG,Product B,40 / B / FtO,78-BD5-D57-925-9-16F8BC8,24064862,1736417,8.63E+13,28-11-2018,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
QID,Product H,32 / A / FtO,04-C33-7C3-878-A-F7EC808,17627416,6234934,9.76E+13,01-03-2019,1,74.17,-16.67,0,57.5,11.5,69,0,1
QMB,Product J,33 / A / 29,23-092-C9A-953-1-35BA8F0,44664743,1945181,7.10E+13,29-01-2019,1,99.17,0,0,99.17,19.83,119,0,1
XEB,Product P,32 / B / FtO,54-50F-3B5-7D2-8-74B12CD,19852484,3995207,2.83E+13,04-11-2018,1,74.17,-20.84,0,53.33,10.67,64,0,1
KNB,Product P,32 / A / FtO,7B-D03-EA4-89A-9-5B1B695,37086199,2630406,3.41E+13,16-12-2018,1,79.17,0,0,79.17,15.83,95,0,1
OHR,Product D,37 / C / 34,BB-CAA-ED1-D46-D-551FD8B,12329597,3213244,3.72E+13,30-12-2018,1,51.67,0,0,51.67,10.33,62,0,1
NSP,Product P,33 / A / 31,38-0EC-398-32C-F-9E2AF69,31095755,5728071,1.32E+13,01-11-2018,1,74.16,0,0,74.16,14.84,89,0,1
WHX,Product D,32 / B / FtO,18-E7C-DCC-C2D-D-B9DBE7F,99422590,1113819,8.40E+13,30-03-2019,1,74.17,0,0,74.17,14.83,89,0,1
QID,Product A,34 / A / FtO,27-FAE-E63-94B-A-F12DF42,24064862,1795235,2.15E+13,13-11-2018,1,107.5,0,0,107.5,21.5,129,0,1
YQX,Product Q,32 / B / 34,F8-380-DF1-1F7-D-DB90EF1,39446031,6093205,4.37E+13,29-12-2018,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,38 / C / FtO,1C-F31-5C5-A71-9-E27F89C,23625707,5710125,7.40E+13,17-12-2018,1,79.17,0,0,79.17,15.83,95,0,1
KDP,Product N,M / Sl / Re,82-E9E-861-663-D-5C8D1AF,88176838,9097565,3.71E+13,06-01-2019,1,24.17,0,0,24.17,4.83,29,0,1
VXH,Product A,32 / A / 30,0F-68C-77B-E03-8-760035E,28576616,4892296,7.55E+13,06-11-2018,-1,0,0,-107.5,-107.5,-21.5,-129,-1,0
QID,Product H,32 / B / FtO,99-64D-02C-98A-A-D059EE8,70865278,9887364,5.23E+13,18-03-2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,2311112,9.17E+13,12-04-2019,-1,0,0,-79.16,-79.16,-15.84,-95,-1,0
NWB,Product H,37 / B / FtO,12-B0C-415-3AB-F-50EE081,22559066,9659079,8.75E+13,01-12-2018,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
CLH,Product B,30 / A / FtO,F6-606-CEF-560-C-F8383FE,24064862,7545632,6.14E+13,06-01-2019,1,82.5,0,0,82.5,16.5,99,0,1
KNB,Product P,37 / C / FtO,29-436-4BF-303-F-0E63526,67132360,4910426,6.97E+13,26-11-2018,1,79.16,-19.79,0,59.37,11.88,71.25,0,1
LPZ,Product N,L / Sl / Re,F0-91F-BEF-8A1-8-4AB1DF0,50327934,5636441,6.27E+13,02-01-2019,1,24.16,0,0,24.16,4.84,29,0,1
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,3770824,8.32E+13,08-01-2019,-1,0,0,-71.25,-71.25,-14.25,-85.5,-1,0
XEB,Product P,34 / A / FtO,27-C04-018-82B-B-E538D3F,98702722,4369200,2.93E+13,29-03-2019,1,79.17,0,0,79.17,15.83,95,0,1
HZX,Product B,34 / B / FtO,A6-0EC-617-787-7-5021AB7,24064862,4411464,6.26E+13,12-11-2018,1,82.5,0,0,82.5,16.5,99,0,1
NMA,Product F,32 / A / FtO,C1-07C-3A6-961-6-563BC2B,38274452,8604518,8.19E+13,04-04-2019,1,99.16,-9.91,0,89.25,17.85,107.1,0,1
YQX,Product E,35 / B / FtO,94-EE2-E03-21B-7-43D2941,38274452,6462329,5.63E+13,17-11-2018,1,99.17,0,0,99.17,19.83,119,0,1
WHX,Product D,34 / B / FtO,78-AC0-420-2A7-C-2F18981,79976637,6201130,7.23E+13,24-11-2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
QMB,Product J,34 / B / 32,BF-954-B3B-7DA-E-3F18C05,78327122,2541760,3.82E+13,10-02-2019,1,99.17,0,0,99.17,19.83,119,0,1
OTH,Product P,37 / B / 33,D8-6B0-E60-106-3-5BE56BB,70926371,2499218,6.60E+13,20-02-2019,1,79.16,0,0,79.16,15.84,95,0,1
KNB,Product P,35 / B / FtO,2F-EC6-CAD-C14-2-5A89957,93730445,5463501,5.76E+13,07-12-2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
AYN,Product H,34 / B / FtO,C3-14A-F22-80C-8-9696BDE,34589037,2026328,4.48E+13,20-11-2018,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
RIH,Product P,35 / B / FtO,F8-991-4FA-AB1-B-27A73F3,96056832,2831832,1.10E+13,02-01-2019,1,36.67,0,0,36.67,7.33,44,0,1
KNB,Product P,33 / B / FtO,CA-D8D-47B-17F-E-3036E98,71375262,4221652,6.74E+13,19-03-2019,1,79.17,0,0,79.17,15.83,95,0,1
OTH,Product P,32 / B / FtO,37-9D1-AC6-D48-E-F2D4507,16345004,9245676,2.38E+13,14-03-2019,1,79.17,0,0,79.17,15.83,95,0,1
XEB,Product P,33 / B / 31,EA-8F2-54C-17A-8-AEA980E,17042414,5223674,7.23E+13,23-11-2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
CLH,Product B,34 / C / 31,1D-6D6-5BF-281-A-0C558AC,68182077,5510111,5.27E+13,08-03-2019,1,82.5,0,0,82.5,16.5,99,0,1
WHX,Product P,30 / A / FtO,DB-92F-6DF-18F-5-13B09BC,15144104,9266488,5.22E+13,06-01-2019,1,79.17,0,0,79.17,15.83,95,0,1
NMA,Product H,34 / B / FtO,FE-254-83B-987-1-44F2D46,22559066,1956314,7.52E+13,07-02-2019,1,74.17,0,0,74.17,14.83,89,0,1
TSH,Product P,31 / A / FtO,48-CBD-767-472-9-7EEC0BF,40522014,9917738,9.05E+13,27-12-2018,1,55,0,0,55,11,66,0,1
